头结点	边	尾节点
70	word2word	63
70	word2word	85
70	word2word	273
70	word2word	63
70	word2word	63
70	word2word	57
70	word2word	270
70	word2word	271
70	word2word	272
70	word2word	63
70	word2word	85
70	word2word	273
63	word2word	63
63	word2word	57
63	word2word	270
63	word2word	271
63	word2word	272
63	word2word	63
63	word2word	85
63	word2word	273
63	word2word	57
63	word2word	270
63	word2word	271
63	word2word	272
63	word2word	63
63	word2word	85
63	word2word	273
57	word2word	270
57	word2word	271
57	word2word	272
57	word2word	63
57	word2word	85
57	word2word	273
270	word2word	271
270	word2word	272
270	word2word	63
270	word2word	85
270	word2word	273
271	word2word	272
271	word2word	63
271	word2word	85
271	word2word	273
272	word2word	63
272	word2word	85
272	word2word	273
63	word2word	85
63	word2word	273
85	word2word	273
254	word2word	274
254	word2word	275
274	word2word	275
276	word2word	257
276	word2word	277
257	word2word	277
278	word2word	254
278	word2word	279
254	word2word	279
280	word2word	254
254	word2word	68
87	word2word	281
87	word2word	254
87	word2word	146
281	word2word	254
281	word2word	146
254	word2word	146
282	word2word	266
282	word2word	254
266	word2word	254
283	word2word	266
283	word2word	254
266	word2word	254
254	word2word	168
254	word2word	284
168	word2word	284
285	word2word	286
285	word2word	287
285	word2word	288
285	word2word	137
285	word2word	84
285	word2word	14
285	word2word	289
285	word2word	290
285	word2word	254
286	word2word	287
286	word2word	288
286	word2word	137
286	word2word	84
286	word2word	14
286	word2word	289
286	word2word	290
286	word2word	254
287	word2word	288
287	word2word	137
287	word2word	84
287	word2word	14
287	word2word	289
287	word2word	290
287	word2word	254
288	word2word	137
288	word2word	84
288	word2word	14
288	word2word	289
288	word2word	290
288	word2word	254
137	word2word	84
137	word2word	14
137	word2word	289
137	word2word	290
137	word2word	254
84	word2word	14
84	word2word	289
84	word2word	290
84	word2word	254
14	word2word	289
14	word2word	290
14	word2word	254
289	word2word	290
289	word2word	254
290	word2word	254
266	word2word	254
87	word2word	254
87	word2word	22
87	word2word	154
87	word2word	268
254	word2word	22
254	word2word	154
254	word2word	268
22	word2word	154
22	word2word	268
154	word2word	268
87	word2word	266
87	word2word	254
266	word2word	254
254	word2word	291
292	word2word	68
292	word2word	84
292	word2word	254
68	word2word	84
68	word2word	254
84	word2word	254
254	word2word	63
254	word2word	293
254	word2word	294
63	word2word	293
63	word2word	294
293	word2word	294
266	word2word	295
266	word2word	296
266	word2word	297
266	word2word	298
295	word2word	296
295	word2word	297
295	word2word	298
296	word2word	297
296	word2word	298
297	word2word	298
145	word2word	254
275	word2word	299
275	word2word	63
275	word2word	300
275	word2word	301
275	word2word	302
275	word2word	63
275	word2word	275
275	word2word	254
299	word2word	63
299	word2word	300
299	word2word	301
299	word2word	302
299	word2word	63
299	word2word	275
299	word2word	254
63	word2word	300
63	word2word	301
63	word2word	302
63	word2word	63
63	word2word	275
63	word2word	254
300	word2word	301
300	word2word	302
300	word2word	63
300	word2word	275
300	word2word	254
301	word2word	302
301	word2word	63
301	word2word	275
301	word2word	254
302	word2word	63
302	word2word	275
302	word2word	254
63	word2word	275
63	word2word	254
275	word2word	254
303	word2word	290
303	word2word	304
290	word2word	304
254	word2word	294
235	word2word	254
305	word2word	306
305	word2word	307
305	word2word	308
305	word2word	274
306	word2word	307
306	word2word	308
306	word2word	274
307	word2word	308
307	word2word	274
308	word2word	274
63	word2word	309
63	word2word	68
63	word2word	278
63	word2word	23
63	word2word	254
309	word2word	68
309	word2word	278
309	word2word	23
309	word2word	254
68	word2word	278
68	word2word	23
68	word2word	254
278	word2word	23
278	word2word	254
23	word2word	254
87	word2word	273
87	word2word	254
273	word2word	254
280	word2word	310
311	word2word	141
95	word2word	312
95	word2word	313
95	word2word	314
95	word2word	275
312	word2word	313
312	word2word	314
312	word2word	275
313	word2word	314
313	word2word	275
314	word2word	275
275	word2word	63
275	word2word	203
275	word2word	315
63	word2word	203
63	word2word	315
203	word2word	315
317	word2word	68
317	word2word	275
68	word2word	275
318	word2word	319
318	word2word	39
318	word2word	320
318	word2word	321
318	word2word	145
318	word2word	322
318	word2word	318
318	word2word	141
319	word2word	39
319	word2word	320
319	word2word	321
319	word2word	145
319	word2word	322
319	word2word	318
319	word2word	141
39	word2word	320
39	word2word	321
39	word2word	145
39	word2word	322
39	word2word	318
39	word2word	141
320	word2word	321
320	word2word	145
320	word2word	322
320	word2word	318
320	word2word	141
321	word2word	145
321	word2word	322
321	word2word	318
321	word2word	141
145	word2word	322
145	word2word	318
145	word2word	141
322	word2word	318
322	word2word	141
318	word2word	141
323	word2word	153
323	word2word	324
323	word2word	325
323	word2word	145
323	word2word	326
323	word2word	327
323	word2word	328
323	word2word	32
323	word2word	329
323	word2word	330
323	word2word	141
323	word2word	9
323	word2word	32
153	word2word	324
153	word2word	325
153	word2word	145
153	word2word	326
153	word2word	327
153	word2word	328
153	word2word	32
153	word2word	329
153	word2word	330
153	word2word	141
153	word2word	9
153	word2word	32
324	word2word	325
324	word2word	145
324	word2word	326
324	word2word	327
324	word2word	328
324	word2word	32
324	word2word	329
324	word2word	330
324	word2word	141
324	word2word	9
324	word2word	32
325	word2word	145
325	word2word	326
325	word2word	327
325	word2word	328
325	word2word	32
325	word2word	329
325	word2word	330
325	word2word	141
325	word2word	9
325	word2word	32
145	word2word	326
145	word2word	327
145	word2word	328
145	word2word	32
145	word2word	329
145	word2word	330
145	word2word	141
145	word2word	9
145	word2word	32
326	word2word	327
326	word2word	328
326	word2word	32
326	word2word	329
326	word2word	330
326	word2word	141
326	word2word	9
326	word2word	32
327	word2word	328
327	word2word	32
327	word2word	329
327	word2word	330
327	word2word	141
327	word2word	9
327	word2word	32
328	word2word	32
328	word2word	329
328	word2word	330
328	word2word	141
328	word2word	9
328	word2word	32
32	word2word	329
32	word2word	330
32	word2word	141
32	word2word	9
32	word2word	32
329	word2word	330
329	word2word	141
329	word2word	9
329	word2word	32
330	word2word	141
330	word2word	9
330	word2word	32
141	word2word	9
141	word2word	32
9	word2word	32
153	word2word	331
153	word2word	332
331	word2word	332
334	word2word	335
334	word2word	336
334	word2word	275
335	word2word	336
335	word2word	275
336	word2word	275
337	word2word	338
275	word2word	278
275	word2word	57
278	word2word	57
340	word2word	341
340	word2word	87
340	word2word	275
340	word2word	299
341	word2word	87
341	word2word	275
341	word2word	299
87	word2word	275
87	word2word	299
275	word2word	299
174	word2word	9
41	word2word	275
325	word2word	98
325	word2word	275
98	word2word	275
154	word2word	275
342	word2word	68
342	word2word	316
342	word2word	68
68	word2word	316
68	word2word	68
316	word2word	68
10	word2word	141
174	word2word	345
174	word2word	346
174	word2word	347
174	word2word	348
174	word2word	115
174	word2word	275
345	word2word	346
345	word2word	347
345	word2word	348
345	word2word	115
345	word2word	275
346	word2word	347
346	word2word	348
346	word2word	115
346	word2word	275
347	word2word	348
347	word2word	115
347	word2word	275
348	word2word	115
348	word2word	275
115	word2word	275
87	word2word	275
349	word2word	350
349	word2word	275
349	word2word	275
350	word2word	275
350	word2word	275
275	word2word	275
351	word2word	154
351	word2word	275
154	word2word	275
352	word2word	275
353	word2word	354
353	word2word	275
353	word2word	70
353	word2word	105
353	word2word	355
353	word2word	355
354	word2word	275
354	word2word	70
354	word2word	105
354	word2word	355
354	word2word	355
275	word2word	70
275	word2word	105
275	word2word	355
275	word2word	355
70	word2word	105
70	word2word	355
70	word2word	355
105	word2word	355
105	word2word	355
355	word2word	355
356	word2word	275
275	word2word	314
275	word2word	357
314	word2word	357
275	word2word	358
63	word2word	359
152	word2word	154
152	word2word	360
152	word2word	248
152	word2word	11
152	word2word	175
152	word2word	361
152	word2word	103
152	word2word	104
152	word2word	362
152	word2word	70
152	word2word	79
152	word2word	248
152	word2word	363
152	word2word	70
152	word2word	104
152	word2word	364
152	word2word	23
152	word2word	206
154	word2word	360
154	word2word	248
154	word2word	11
154	word2word	175
154	word2word	361
154	word2word	103
154	word2word	104
154	word2word	362
154	word2word	70
154	word2word	79
154	word2word	248
154	word2word	363
154	word2word	70
154	word2word	104
154	word2word	364
154	word2word	23
154	word2word	206
360	word2word	248
360	word2word	11
360	word2word	175
360	word2word	361
360	word2word	103
360	word2word	104
360	word2word	362
360	word2word	70
360	word2word	79
360	word2word	248
360	word2word	363
360	word2word	70
360	word2word	104
360	word2word	364
360	word2word	23
360	word2word	206
248	word2word	11
248	word2word	175
248	word2word	361
248	word2word	103
248	word2word	104
248	word2word	362
248	word2word	70
248	word2word	79
248	word2word	248
248	word2word	363
248	word2word	70
248	word2word	104
248	word2word	364
248	word2word	23
248	word2word	206
11	word2word	175
11	word2word	361
11	word2word	103
11	word2word	104
11	word2word	362
11	word2word	70
11	word2word	79
11	word2word	248
11	word2word	363
11	word2word	70
11	word2word	104
11	word2word	364
11	word2word	23
11	word2word	206
175	word2word	361
175	word2word	103
175	word2word	104
175	word2word	362
175	word2word	70
175	word2word	79
175	word2word	248
175	word2word	363
175	word2word	70
175	word2word	104
175	word2word	364
175	word2word	23
175	word2word	206
361	word2word	103
361	word2word	104
361	word2word	362
361	word2word	70
361	word2word	79
361	word2word	248
361	word2word	363
361	word2word	70
361	word2word	104
361	word2word	364
361	word2word	23
361	word2word	206
103	word2word	104
103	word2word	362
103	word2word	70
103	word2word	79
103	word2word	248
103	word2word	363
103	word2word	70
103	word2word	104
103	word2word	364
103	word2word	23
103	word2word	206
104	word2word	362
104	word2word	70
104	word2word	79
104	word2word	248
104	word2word	363
104	word2word	70
104	word2word	104
104	word2word	364
104	word2word	23
104	word2word	206
362	word2word	70
362	word2word	79
362	word2word	248
362	word2word	363
362	word2word	70
362	word2word	104
362	word2word	364
362	word2word	23
362	word2word	206
70	word2word	79
70	word2word	248
70	word2word	363
70	word2word	70
70	word2word	104
70	word2word	364
70	word2word	23
70	word2word	206
79	word2word	248
79	word2word	363
79	word2word	70
79	word2word	104
79	word2word	364
79	word2word	23
79	word2word	206
248	word2word	363
248	word2word	70
248	word2word	104
248	word2word	364
248	word2word	23
248	word2word	206
363	word2word	70
363	word2word	104
363	word2word	364
363	word2word	23
363	word2word	206
70	word2word	104
70	word2word	364
70	word2word	23
70	word2word	206
104	word2word	364
104	word2word	23
104	word2word	206
364	word2word	23
364	word2word	206
23	word2word	206
365	word2word	366
365	word2word	367
365	word2word	365
365	word2word	368
366	word2word	367
366	word2word	365
366	word2word	368
367	word2word	365
367	word2word	368
365	word2word	368
369	word2word	63
369	word2word	370
369	word2word	133
369	word2word	371
63	word2word	370
63	word2word	133
63	word2word	371
370	word2word	133
370	word2word	371
133	word2word	371
372	word2word	360
372	word2word	373
372	word2word	374
372	word2word	375
360	word2word	373
360	word2word	374
360	word2word	375
373	word2word	374
373	word2word	375
374	word2word	375
375	word2word	376
314	word2word	375
377	word2word	375
11	word2word	375
379	word2word	380
379	word2word	375
380	word2word	375
381	word2word	272
382	word2word	314
382	word2word	22
382	word2word	299
382	word2word	135
314	word2word	22
314	word2word	299
314	word2word	135
22	word2word	299
22	word2word	135
299	word2word	135
383	word2word	384
383	word2word	133
383	word2word	371
384	word2word	133
384	word2word	371
133	word2word	371
374	word2word	375
375	word2word	385
63	word2word	375
133	word2word	371
133	word2word	126
371	word2word	126
360	word2word	375
133	word2word	371
115	word2word	386
115	word2word	387
115	word2word	388
115	word2word	389
115	word2word	390
115	word2word	375
386	word2word	387
386	word2word	388
386	word2word	389
386	word2word	390
386	word2word	375
387	word2word	388
387	word2word	389
387	word2word	390
387	word2word	375
388	word2word	389
388	word2word	390
388	word2word	375
389	word2word	390
389	word2word	375
390	word2word	375
133	word2word	371
391	word2word	392
391	word2word	393
391	word2word	67
391	word2word	63
391	word2word	268
391	word2word	394
391	word2word	395
391	word2word	191
392	word2word	393
392	word2word	67
392	word2word	63
392	word2word	268
392	word2word	394
392	word2word	395
392	word2word	191
393	word2word	67
393	word2word	63
393	word2word	268
393	word2word	394
393	word2word	395
393	word2word	191
67	word2word	63
67	word2word	268
67	word2word	394
67	word2word	395
67	word2word	191
63	word2word	268
63	word2word	394
63	word2word	395
63	word2word	191
268	word2word	394
268	word2word	395
268	word2word	191
394	word2word	395
394	word2word	191
395	word2word	191
396	word2word	133
396	word2word	371
396	word2word	397
396	word2word	398
396	word2word	70
133	word2word	371
133	word2word	397
133	word2word	398
133	word2word	70
371	word2word	397
371	word2word	398
371	word2word	70
397	word2word	398
397	word2word	70
398	word2word	70
9	word2word	63
9	word2word	399
9	word2word	375
63	word2word	399
63	word2word	375
399	word2word	375
400	word2word	375
371	word2word	401
371	word2word	133
371	word2word	371
401	word2word	133
401	word2word	371
133	word2word	371
402	word2word	67
402	word2word	133
67	word2word	133
403	word2word	404
403	word2word	405
403	word2word	314
403	word2word	406
403	word2word	407
403	word2word	408
403	word2word	409
403	word2word	133
403	word2word	371
404	word2word	405
404	word2word	314
404	word2word	406
404	word2word	407
404	word2word	408
404	word2word	409
404	word2word	133
404	word2word	371
405	word2word	314
405	word2word	406
405	word2word	407
405	word2word	408
405	word2word	409
405	word2word	133
405	word2word	371
314	word2word	406
314	word2word	407
314	word2word	408
314	word2word	409
314	word2word	133
314	word2word	371
406	word2word	407
406	word2word	408
406	word2word	409
406	word2word	133
406	word2word	371
407	word2word	408
407	word2word	409
407	word2word	133
407	word2word	371
408	word2word	409
408	word2word	133
408	word2word	371
409	word2word	133
409	word2word	371
133	word2word	371
410	word2word	411
410	word2word	412
410	word2word	115
410	word2word	375
411	word2word	412
411	word2word	115
411	word2word	375
412	word2word	115
412	word2word	375
115	word2word	375
413	word2word	133
413	word2word	371
133	word2word	371
414	word2word	415
22	word2word	416
22	word2word	417
22	word2word	39
22	word2word	418
22	word2word	314
22	word2word	381
22	word2word	272
416	word2word	417
416	word2word	39
416	word2word	418
416	word2word	314
416	word2word	381
416	word2word	272
417	word2word	39
417	word2word	418
417	word2word	314
417	word2word	381
417	word2word	272
39	word2word	418
39	word2word	314
39	word2word	381
39	word2word	272
418	word2word	314
418	word2word	381
418	word2word	272
314	word2word	381
314	word2word	272
381	word2word	272
375	word2word	419
375	word2word	312
375	word2word	420
375	word2word	421
419	word2word	312
419	word2word	420
419	word2word	421
312	word2word	420
312	word2word	421
420	word2word	421
133	word2word	371
133	word2word	422
133	word2word	210
133	word2word	423
133	word2word	380
371	word2word	422
371	word2word	210
371	word2word	423
371	word2word	380
422	word2word	210
422	word2word	423
422	word2word	380
210	word2word	423
210	word2word	380
423	word2word	380
67	word2word	424
67	word2word	425
424	word2word	425
314	word2word	375
375	word2word	413
375	word2word	222
413	word2word	222
95	word2word	426
95	word2word	11
95	word2word	427
95	word2word	318
95	word2word	115
426	word2word	11
426	word2word	427
426	word2word	318
426	word2word	115
11	word2word	427
11	word2word	318
11	word2word	115
427	word2word	318
427	word2word	115
318	word2word	115
393	word2word	413
360	word2word	428
360	word2word	393
428	word2word	393
429	word2word	430
429	word2word	379
429	word2word	431
430	word2word	379
430	word2word	431
379	word2word	431
388	word2word	63
388	word2word	413
388	word2word	133
388	word2word	371
63	word2word	413
63	word2word	133
63	word2word	371
413	word2word	133
413	word2word	371
133	word2word	371
432	word2word	374
432	word2word	375
374	word2word	375
388	word2word	375
9	word2word	433
9	word2word	133
9	word2word	371
433	word2word	133
433	word2word	371
133	word2word	371
179	word2word	375
179	word2word	399
179	word2word	360
179	word2word	434
179	word2word	128
375	word2word	399
375	word2word	360
375	word2word	434
375	word2word	128
399	word2word	360
399	word2word	434
399	word2word	128
360	word2word	434
360	word2word	128
434	word2word	128
218	word2word	435
218	word2word	217
218	word2word	388
218	word2word	436
218	word2word	322
218	word2word	437
218	word2word	222
218	word2word	133
218	word2word	371
435	word2word	217
435	word2word	388
435	word2word	436
435	word2word	322
435	word2word	437
435	word2word	222
435	word2word	133
435	word2word	371
217	word2word	388
217	word2word	436
217	word2word	322
217	word2word	437
217	word2word	222
217	word2word	133
217	word2word	371
388	word2word	436
388	word2word	322
388	word2word	437
388	word2word	222
388	word2word	133
388	word2word	371
436	word2word	322
436	word2word	437
436	word2word	222
436	word2word	133
436	word2word	371
322	word2word	437
322	word2word	222
322	word2word	133
322	word2word	371
437	word2word	222
437	word2word	133
437	word2word	371
222	word2word	133
222	word2word	371
133	word2word	371
84	word2word	438
84	word2word	375
438	word2word	375
439	word2word	374
439	word2word	375
374	word2word	375
63	word2word	440
263	word2word	63
263	word2word	348
263	word2word	441
263	word2word	442
263	word2word	443
63	word2word	348
63	word2word	441
63	word2word	442
63	word2word	443
348	word2word	441
348	word2word	442
348	word2word	443
441	word2word	442
441	word2word	443
442	word2word	443
444	word2word	78
444	word2word	445
444	word2word	63
444	word2word	154
444	word2word	190
444	word2word	63
444	word2word	446
78	word2word	445
78	word2word	63
78	word2word	154
78	word2word	190
78	word2word	63
78	word2word	446
445	word2word	63
445	word2word	154
445	word2word	190
445	word2word	63
445	word2word	446
63	word2word	154
63	word2word	190
63	word2word	63
63	word2word	446
154	word2word	190
154	word2word	63
154	word2word	446
190	word2word	63
190	word2word	446
63	word2word	446
9	word2word	447
9	word2word	448
9	word2word	448
447	word2word	448
447	word2word	448
448	word2word	448
449	word2word	450
449	word2word	451
449	word2word	452
450	word2word	451
450	word2word	452
451	word2word	452
453	word2word	454
453	word2word	15
454	word2word	15
61	word2word	455
61	word2word	456
61	word2word	457
61	word2word	405
61	word2word	314
61	word2word	458
61	word2word	459
61	word2word	460
61	word2word	78
61	word2word	282
455	word2word	456
455	word2word	457
455	word2word	405
455	word2word	314
455	word2word	458
455	word2word	459
455	word2word	460
455	word2word	78
455	word2word	282
456	word2word	457
456	word2word	405
456	word2word	314
456	word2word	458
456	word2word	459
456	word2word	460
456	word2word	78
456	word2word	282
457	word2word	405
457	word2word	314
457	word2word	458
457	word2word	459
457	word2word	460
457	word2word	78
457	word2word	282
405	word2word	314
405	word2word	458
405	word2word	459
405	word2word	460
405	word2word	78
405	word2word	282
314	word2word	458
314	word2word	459
314	word2word	460
314	word2word	78
314	word2word	282
458	word2word	459
458	word2word	460
458	word2word	78
458	word2word	282
459	word2word	460
459	word2word	78
459	word2word	282
460	word2word	78
460	word2word	282
78	word2word	282
461	word2word	462
33	word2word	34
33	word2word	84
33	word2word	325
33	word2word	463
33	word2word	84
34	word2word	84
34	word2word	325
34	word2word	463
34	word2word	84
84	word2word	325
84	word2word	463
84	word2word	84
325	word2word	463
325	word2word	84
463	word2word	84
464	word2word	374
464	word2word	465
464	word2word	466
374	word2word	465
374	word2word	466
465	word2word	466
292	word2word	467
469	word2word	470
469	word2word	195
470	word2word	195
115	word2word	471
472	word2word	473
472	word2word	474
473	word2word	474
475	word2word	292
475	word2word	476
475	word2word	47
475	word2word	70
475	word2word	105
292	word2word	476
292	word2word	47
292	word2word	70
292	word2word	105
476	word2word	47
476	word2word	70
476	word2word	105
47	word2word	70
47	word2word	105
70	word2word	105
479	word2word	480
479	word2word	481
479	word2word	482
479	word2word	483
480	word2word	481
480	word2word	482
480	word2word	483
481	word2word	482
481	word2word	483
482	word2word	483
484	word2word	39
484	word2word	63
484	word2word	474
484	word2word	314
484	word2word	485
484	word2word	473
484	word2word	30
39	word2word	63
39	word2word	474
39	word2word	314
39	word2word	485
39	word2word	473
39	word2word	30
63	word2word	474
63	word2word	314
63	word2word	485
63	word2word	473
63	word2word	30
474	word2word	314
474	word2word	485
474	word2word	473
474	word2word	30
314	word2word	485
314	word2word	473
314	word2word	30
485	word2word	473
485	word2word	30
473	word2word	30
486	word2word	36
487	word2word	488
489	word2word	490
489	word2word	70
490	word2word	70
491	word2word	492
493	word2word	327
493	word2word	494
327	word2word	494
495	word2word	496
95	word2word	497
95	word2word	482
95	word2word	498
95	word2word	499
95	word2word	483
95	word2word	500
497	word2word	482
497	word2word	498
497	word2word	499
497	word2word	483
497	word2word	500
482	word2word	498
482	word2word	499
482	word2word	483
482	word2word	500
498	word2word	499
498	word2word	483
498	word2word	500
499	word2word	483
499	word2word	500
483	word2word	500
9	word2word	501
502	word2word	503
278	word2word	443
506	word2word	507
508	word2word	374
508	word2word	509
508	word2word	65
374	word2word	509
374	word2word	65
509	word2word	65
510	word2word	41
510	word2word	325
510	word2word	511
510	word2word	512
41	word2word	325
41	word2word	511
41	word2word	512
325	word2word	511
325	word2word	512
511	word2word	512
513	word2word	514
515	word2word	516
515	word2word	6
515	word2word	517
515	word2word	518
515	word2word	6
516	word2word	6
516	word2word	517
516	word2word	518
516	word2word	6
6	word2word	517
6	word2word	518
6	word2word	6
517	word2word	518
517	word2word	6
518	word2word	6
95	word2word	519
520	word2word	521
520	word2word	522
521	word2word	522
523	word2word	475
525	word2word	22
113	word2word	350
113	word2word	526
350	word2word	526
527	word2word	528
527	word2word	79
528	word2word	79
529	word2word	530
529	word2word	531
530	word2word	531
18	word2word	532
18	word2word	496
532	word2word	496
533	word2word	249
581	contains	0
581	contains	1
581	contains	2
581	contains	3
581	contains	4
582	contains	5
582	contains	6
583	contains	7
584	contains	8
584	contains	9
585	contains	10
585	contains	11
585	contains	12
586	contains	13
587	contains	14
587	contains	15
587	contains	16
587	contains	17
587	contains	18
587	contains	19
587	contains	20
588	contains	21
588	contains	22
589	contains	23
590	contains	24
590	contains	25
590	contains	26
591	contains	27
592	contains	28
593	contains	29
593	contains	30
593	contains	31
593	contains	32
594	contains	33
594	contains	34
594	contains	35
594	contains	36
594	contains	37
594	contains	38
594	contains	39
594	contains	40
594	contains	41
594	contains	42
594	contains	43
594	contains	44
594	contains	45
594	contains	46
594	contains	47
594	contains	48
594	contains	35
594	contains	49
595	contains	50
596	contains	51
596	contains	52
596	contains	53
596	contains	54
596	contains	55
596	contains	49
596	contains	56
596	contains	49
597	contains	57
597	contains	58
597	contains	59
598	contains	60
598	contains	61
599	contains	62
599	contains	63
599	contains	64
599	contains	65
600	contains	66
601	contains	6
601	contains	59
602	contains	67
602	contains	68
603	contains	69
604	contains	70
605	contains	71
606	contains	42
606	contains	39
606	contains	72
606	contains	73
606	contains	74
606	contains	39
606	contains	75
606	contains	76
606	contains	77
607	contains	78
607	contains	79
608	contains	80
608	contains	81
608	contains	82
609	contains	83
610	contains	84
610	contains	85
611	contains	86
611	contains	39
611	contains	73
612	contains	10
612	contains	87
612	contains	88
612	contains	89
612	contains	90
612	contains	91
612	contains	63
612	contains	92
612	contains	93
612	contains	94
613	contains	95
613	contains	87
613	contains	96
613	contains	97
614	contains	10
614	contains	98
614	contains	68
615	contains	99
615	contains	84
616	contains	100
616	contains	101
616	contains	102
616	contains	103
616	contains	104
617	contains	105
618	contains	106
618	contains	107
619	contains	108
619	contains	109
620	contains	110
621	contains	111
621	contains	112
621	contains	113
621	contains	114
621	contains	115
621	contains	116
622	contains	95
622	contains	117
623	contains	95
623	contains	118
624	contains	55
624	contains	119
625	contains	120
625	contains	121
625	contains	122
626	contains	123
627	contains	124
627	contains	9
627	contains	125
628	contains	126
628	contains	127
629	contains	128
629	contains	129
629	contains	130
629	contains	79
629	contains	131
629	contains	15
629	contains	132
629	contains	133
629	contains	134
629	contains	135
630	contains	136
631	contains	137
632	contains	138
633	contains	139
633	contains	140
634	contains	141
635	contains	142
636	contains	143
637	contains	128
637	contains	144
638	contains	145
638	contains	146
638	contains	147
638	contains	148
638	contains	149
639	contains	150
639	contains	151
639	contains	152
639	contains	9
639	contains	153
639	contains	137
639	contains	70
639	contains	154
640	contains	155
640	contains	156
640	contains	157
640	contains	63
640	contains	158
640	contains	57
641	contains	135
641	contains	63
641	contains	159
641	contains	152
641	contains	160
641	contains	63
641	contains	161
641	contains	162
642	contains	163
642	contains	137
643	contains	164
643	contains	61
643	contains	57
644	contains	145
644	contains	165
644	contains	166
644	contains	165
644	contains	167
644	contains	168
645	contains	169
645	contains	170
645	contains	171
645	contains	172
646	contains	173
647	contains	174
647	contains	175
647	contains	176
647	contains	129
648	contains	145
648	contains	177
648	contains	178
648	contains	179
649	contains	1
649	contains	180
649	contains	1
649	contains	181
649	contains	182
649	contains	183
649	contains	65
650	contains	184
651	contains	78
651	contains	185
652	contains	186
652	contains	187
652	contains	188
653	contains	189
654	contains	190
655	contains	191
655	contains	192
655	contains	162
656	contains	193
656	contains	194
656	contains	195
656	contains	196
656	contains	63
656	contains	63
656	contains	197
656	contains	198
656	contains	63
656	contains	199
656	contains	63
656	contains	200
657	contains	145
657	contains	201
658	contains	202
658	contains	127
658	contains	203
659	contains	204
660	contains	205
661	contains	206
662	contains	207
662	contains	208
662	contains	209
663	contains	210
663	contains	211
663	contains	212
664	contains	213
664	contains	214
664	contains	11
664	contains	215
664	contains	216
664	contains	217
664	contains	218
664	contains	219
664	contains	220
664	contains	221
664	contains	222
664	contains	223
664	contains	128
664	contains	162
665	contains	224
665	contains	128
665	contains	225
666	contains	226
666	contains	227
666	contains	228
666	contains	57
667	contains	229
667	contains	230
668	contains	231
669	contains	232
669	contains	153
669	contains	233
669	contains	6
670	contains	218
670	contains	234
670	contains	235
670	contains	236
671	contains	19
671	contains	237
672	contains	238
672	contains	239
673	contains	196
673	contains	240
673	contains	241
673	contains	242
673	contains	243
673	contains	135
674	contains	244
674	contains	245
674	contains	246
675	contains	247
675	contains	248
675	contains	249
675	contains	249
675	contains	250
675	contains	135
676	contains	251
676	contains	24
676	contains	252
676	contains	253
677	contains	254
678	contains	41
678	contains	254
679	contains	254
679	contains	67
680	contains	254
681	contains	255
681	contains	256
681	contains	257
681	contains	258
681	contains	259
682	contains	260
682	contains	261
682	contains	262
682	contains	254
683	contains	254
684	contains	254
685	contains	263
685	contains	63
685	contains	87
685	contains	254
685	contains	154
686	contains	14
686	contains	254
686	contains	264
687	contains	265
687	contains	87
687	contains	266
687	contains	254
688	contains	145
688	contains	254
689	contains	254
690	contains	154
690	contains	70
690	contains	254
691	contains	63
691	contains	254
691	contains	63
691	contains	222
692	contains	254
692	contains	267
693	contains	268
693	contains	87
693	contains	254
693	contains	206
693	contains	68
693	contains	269
694	contains	9
694	contains	63
694	contains	9
694	contains	70
694	contains	70
694	contains	63
694	contains	63
694	contains	57
694	contains	270
694	contains	271
694	contains	272
694	contains	63
694	contains	85
694	contains	273
695	contains	254
695	contains	274
695	contains	275
696	contains	276
696	contains	257
696	contains	277
697	contains	254
698	contains	278
698	contains	254
698	contains	279
699	contains	280
699	contains	254
700	contains	254
700	contains	68
701	contains	87
701	contains	281
701	contains	254
701	contains	146
702	contains	282
702	contains	266
702	contains	254
703	contains	283
703	contains	266
703	contains	254
704	contains	254
704	contains	168
704	contains	284
705	contains	285
705	contains	286
705	contains	287
705	contains	288
705	contains	137
705	contains	84
705	contains	14
705	contains	289
705	contains	290
705	contains	254
706	contains	266
706	contains	254
707	contains	87
707	contains	254
707	contains	22
707	contains	154
707	contains	268
708	contains	87
708	contains	266
708	contains	254
709	contains	254
709	contains	291
710	contains	254
711	contains	292
711	contains	68
711	contains	84
711	contains	254
712	contains	254
712	contains	63
712	contains	293
712	contains	294
713	contains	266
713	contains	295
713	contains	296
713	contains	297
713	contains	298
714	contains	145
714	contains	254
715	contains	254
716	contains	254
717	contains	275
717	contains	299
717	contains	63
717	contains	300
717	contains	301
717	contains	302
717	contains	63
717	contains	275
717	contains	254
718	contains	303
718	contains	290
718	contains	304
719	contains	254
720	contains	254
720	contains	294
721	contains	235
721	contains	254
722	contains	305
722	contains	306
722	contains	307
722	contains	308
722	contains	274
723	contains	63
723	contains	309
723	contains	68
723	contains	278
723	contains	23
723	contains	254
724	contains	87
724	contains	273
724	contains	254
725	contains	254
726	contains	280
726	contains	310
727	contains	311
727	contains	141
728	contains	95
728	contains	312
728	contains	313
728	contains	314
728	contains	275
729	contains	275
730	contains	275
730	contains	63
730	contains	203
730	contains	315
731	contains	316
732	contains	317
732	contains	68
732	contains	275
733	contains	318
733	contains	319
733	contains	39
733	contains	320
733	contains	321
733	contains	145
733	contains	322
733	contains	318
733	contains	141
734	contains	323
734	contains	153
734	contains	324
